id,alcohol,chlorides,citric acid,density,feat04,feat07,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
1012,10.8,0.09,0.39,0.98652,0.6675831051003024,0.5661049428556718,9.5,43.0,3.5,5.543636023717191,1.4,4.73,56.0,0.37
1005,9.2,0.121,0.23,0.9864,0.6480702436717993,0.4273435143102101,7.8,22.0,3.24,4.479277329998763,2.2,4.61,85.0,0.6950000000000001
809,12.4,0.206,0.45,0.99358,0.4941544582761457,0.6069813218254538,8.2,7.0,3.18,8.098020972590835,2.0,4.8100000000000005,15.0,0.29
699,9.3,0.052,0.18,0.9851,0.7388435564319148,0.2737896076694632,7.2,9.0,3.11,4.128578834204671,1.4,4.6,49.0,0.63
1071,10.7,0.077,0.06,0.9965,0.5920623353591836,0.5626359695161436,8.1,29.0,3.39,5.8631444477680486,3.9,4.67,62.0,0.525
639,11.1,0.106,0.29,0.9962,0.3917658085545673,0.6518443454047466,7.3,22.0,3.45,6.71247498783762,2.4,4.65,54.0,0.3399999999999999
986,11.1,0.074,0.46,0.98534,0.48909045761546,0.5927737818611722,7.4,26.0,3.43,6.094678235838897,2.0,4.85,43.0,0.38
7,8.9,0.074,0.3,1.00717,0.5426825568861492,0.4805680439075684,8.2,34.0,3.42,5.103038697910424,1.7999999999999998,4.61,82.0,0.4
1255,11.3,0.075,0.49,0.9894,0.5835822828900752,0.4818081211514589,12.9,7.0,3.17,4.451636146322415,2.7,4.57,19.0,0.6
884,11.6,0.0959999999999999,0.31,1.0102,0.4652271527065703,0.2884690033926797,8.899999999999999,25.0,3.51,5.692546753959769,2.9,4.74,82.0,0.6699999999999999
778,9.5,0.071,0.45,0.9891,0.4378445731935769,0.6011129200357752,10.1,18.0,3.42,4.984090736058428,2.2,4.62,42.0,0.53
805,11.7,0.077,0.09,0.98418,0.5246402315874348,0.3581638566021541,8.399999999999999,7.0,3.31,6.724806909183892,1.9,4.57,8.0,0.75
599,11.6,0.0849999999999999,0.29,1.0065,0.6076322044626055,0.2409484982583814,8.5,14.0,3.48,7.007447086560712,4.1000000000000005,4.68,17.0,0.75
174,9.9,0.089,0.0,1.0043,0.5220674469440302,0.4584287357531198,5.8,18.0,3.61,4.7556213932633815,1.5,4.52,61.0,0.635
1055,11.8,0.108,0.49,1.0002,0.6549848242378659,0.5202960691879975,11.1,12.0,3.1,6.314589295623346,4.5,4.5600000000000005,17.0,0.53
551,9.5,0.073,0.06,0.98855,0.6041702920801607,0.518338583108412,7.3,10.0,3.7,6.3882437827082885,1.9,4.73,30.0,0.64
1080,9.6,0.097,0.21,0.9888,0.5062427048660781,0.6321571876689072,9.4,31.0,3.31,6.411458553330412,2.6,4.58,65.0,0.65
4,11.0,0.081,0.33,1.0049,0.298042199239524,0.8391533451568225,7.1000000000000005,24.0,3.44,5.90353319404581,2.1,4.75,36.0,0.41
797,9.7,0.063,0.26,0.99612,0.3865752310989703,0.5342252682116,7.7,26.0,3.33,4.714917719780623,1.7999999999999998,4.53,90.0,0.59
1,9.6,0.0809999999999999,0.44,0.9892,0.3352200236711973,0.3214622738507483,9.7,23.0,3.49,4.248581652874823,2.2,4.63,67.0,0.6
636,9.3,0.253,0.37,0.9871,0.7163198995752648,0.5855599611768655,9.1,7.0,3.03,5.504926673522316,1.6,5.09,61.0,0.625
626,9.2,0.063,0.2,0.9977,0.6265182976778907,0.3699717439348329,6.8,31.0,3.32,5.863668246771369,7.7,4.54,77.0,0.735
408,9.9,0.172,0.09,1.004,0.6830542652417497,0.4928966495527514,5.9,9.0,3.53,3.327574309559575,1.4,4.48,18.0,1.11
827,9.7,0.109,0.49,0.9879,0.352706760134892,0.6735895123750196,8.399999999999999,49.0,3.41,5.181816984744562,2.2,4.99,133.0,0.38
944,10.3,0.134,0.0,1.0097,0.5057353866472967,0.5131411952542272,7.0,23.0,3.49,4.8631444477680486,5.5,4.72,58.0,0.69
1231,11.1,0.0609999999999999,0.42,0.98566,0.7728694843247105,0.6959039219714294,10.4,9.0,3.17,6.54121982718175,1.9,4.79,19.0,0.44
911,11.4,0.142,0.52,0.98734,0.4873487192571397,0.7895902214878692,11.1,19.0,3.31,5.961200764704436,1.7,4.77,44.0,0.32
1086,10.4,0.065,0.3,0.98774,0.743524133941133,0.5550142717703853,9.3,10.0,3.35,5.240343097498489,1.7999999999999998,4.71,16.0,0.51
891,8.7,0.0559999999999999,0.4,0.9967,0.5496556432333266,0.6824183419457199,8.1,13.0,3.35,6.441117332765835,1.5,4.87,27.0,0.22
811,9.8,0.0849999999999999,0.56,0.988,0.7212113382431066,0.5297659267546089,11.4,19.0,3.19,6.8634628914030005,1.7999999999999998,4.58,60.0,0.29
1232,11.7,0.0959999999999999,0.42,0.98526,0.5438651928407938,0.0408486031873675,8.0,11.0,3.42,7.647590438488846,1.9,4.66,21.0,0.4
1314,10.8,0.074,0.36,0.99704,0.5741030232061349,0.4976447489474646,9.5,8.0,3.3,7.219373124899773,1.7,4.77,18.0,0.5
896,10.1,0.097,0.05,0.9872,0.599668350390908,0.2426616480060489,7.5,8.0,3.43,5.466343996155223,3.5,4.63,21.0,0.66
1109,9.5,0.076,0.04,0.99745,0.6799673312378417,0.776724073136821,7.4,20.0,3.56,5.361131680267426,2.4,4.55,87.0,0.58
1355,10.0,0.059,0.0,1.00701,0.3975124042835419,0.632922664072022,9.0,10.0,3.34,5.539476688071384,1.6,4.53,21.0,0.69
725,9.6,0.083,0.34,0.9898,0.6124723644236658,0.8762801789564426,9.1,18.0,3.41,5.71922842814552,2.9,4.61,112.0,0.575
105,9.4,0.062,0.15,1.0055,0.5766074226861156,0.509881831896415,6.3,8.0,3.45,5.37840373086007,1.7,4.57,18.0,0.4
364,9.5,0.086,0.04,0.98508,0.5901517102941172,0.6753219332463171,7.7,10.0,3.29,5.237844955725786,1.4,4.53,17.0,0.725
266,10.0,0.0499999999999999,0.0,0.99664,0.5065154128700208,0.4329537909778795,6.4,8.0,3.62,4.036246548028672,2.0,4.61,12.0,0.775
1342,11.1,0.0609999999999999,0.43,1.00428,0.5296872517589238,0.4046173494526195,6.4,16.0,3.48,6.180089523451642,1.9,4.87,25.0,0.41
784,9.6,0.065,0.29,0.98718,0.4645379199359738,0.3699480348429265,7.8,21.0,3.43,5.859322585839183,2.0,4.64,65.0,0.44
540,9.4,0.06,0.18,0.98768,0.3724218691659999,0.8230195465942781,7.5,14.0,3.55,6.8827388334914605,2.0,4.73,28.0,0.49
151,9.2,0.351,0.51,1.0069,0.5349071921127716,0.6154982283026782,8.1,19.0,3.07,6.077828208987918,1.7,5.08,56.0,0.34
1241,8.799999999999999,0.084,0.49,0.9988,0.603638194148174,0.71010329524899,8.399999999999999,34.0,3.37,5.163930383010358,2.5,4.75,57.0,0.44
558,12.4,0.055,0.0,0.9922,0.3833026859265881,0.525811542251035,6.5,29.0,3.48,5.010327112790345,1.2999999999999998,4.48,32.0,0.4599999999999999
1053,10.6,0.064,0.47,0.99686,0.6030399697298818,0.5041011446399055,11.9,19.0,3.18,6.873368450736705,1.6,4.67,30.0,0.3
512,8.9,0.087,0.0,0.98675,0.5915644756128162,0.4028748900418927,7.4,16.0,3.4,4.713805349055464,1.7999999999999998,4.58,36.0,0.65
1029,10.5,0.1009999999999999,0.09,0.9976,0.8317424923347189,0.3635904206249484,8.899999999999999,22.0,3.37,5.517171875869483,2.4,4.86,49.0,0.54
428,12.8,0.0579999999999999,0.17,1.0032,0.5807352099132509,0.5106675777670912,4.9,19.0,3.88,6.270498131493309,2.2,4.6,108.0,0.6
1199,11.4,0.0689999999999999,0.23,0.987,0.4432123594612123,0.5029163554108028,8.299999999999999,7.0,3.4,5.530260655178137,2.5,4.5600000000000005,13.0,0.76
59,9.6,0.224,0.44,0.9894,0.3796881395498693,0.5402159652023321,10.5,7.0,3.22,5.609903724776975,2.3,4.63,11.0,0.45
739,11.8,0.093,0.41,0.99604,0.7758554598633771,0.5085672676637777,9.2,8.0,3.16,5.220425369971252,2.3,4.58,8.0,0.4
139,11.7,0.065,0.0,0.98378,0.5307296304894203,0.3600544344014598,6.6000000000000005,30.0,3.52,4.257078559688517,2.1,4.52,52.0,0.795
1303,10.8,0.082,0.55,0.99012,0.8036650330941973,0.2415424468851563,13.1,9.0,3.12,6.66752791909132,2.7,4.68,26.0,0.49
259,11.1,0.088,0.21,1.00692,0.6188795701044982,0.5735833964263221,9.1,23.0,3.36,4.767369325613835,2.1,4.83,37.0,0.48
1013,9.7,0.085,0.23,0.9898,0.5848493117641986,0.4992998810191613,9.3,15.0,3.31,3.181105110228372,3.0,4.59,39.0,0.65
217,12.6,0.044,0.01,0.9934,0.5382194303738135,0.4863193786083366,5.5,7.0,3.6,4.611909065851108,1.6,4.84,25.0,0.58
764,9.6,0.074,0.14,0.9881,0.5709241056766041,0.7208313144443798,9.6,27.0,3.17,5.149161673412128,1.9,4.5600000000000005,50.0,0.59
90,11.6,0.1,0.07,0.98598,0.6140071815189531,0.4790281314136733,6.9,22.0,3.63,5.671867535376392,1.9,4.74,56.0,0.87
741,11.0,0.077,0.57,0.98676,0.7202462300389302,0.5624193496509449,10.8,8.0,3.17,8.930241054905482,2.2,4.72,21.0,0.35
550,13.0,0.056,0.0,0.98256,0.2084634522308666,0.5182450991814034,5.8,9.0,3.55,5.033473433153499,2.4,4.58,15.0,0.67
134,9.2,0.065,0.37,0.998,0.517884888942997,0.5141375218262519,9.6,7.0,3.25,5.984634922743197,2.1,4.62,14.0,0.34
703,10.9,0.069,0.06,1.00628,0.6674412360181249,0.6117031856746818,8.0,22.0,3.43,3.93330056146967,1.7999999999999998,4.69,35.0,0.69
42,9.4,0.076,0.1,0.98554,0.6391743237735588,0.4255893881878815,6.7,32.0,3.39,5.385488260263713,1.9,4.48,48.0,0.41
1243,9.9,0.053,0.44,0.9985,0.4651161774458221,0.4702425710015682,11.0,18.0,3.25,5.2256114565617855,1.5,4.78,36.0,0.3
1081,10.0,0.068,0.18,0.98576,0.5693067499486462,0.5116552453900832,9.4,12.0,3.18,5.10495372294262,1.5,4.49,22.0,0.56
1384,12.9,0.059,0.01,1.00242,0.8265336324608783,0.7095393430315406,7.3,13.0,3.42,6.073596042971007,2.1,4.4,19.0,0.73
868,9.9,0.094,0.0,1.00656,0.5350285622430081,0.7766580707530782,8.299999999999999,12.0,3.28,6.3412759709154605,2.1,4.5,32.0,0.89
653,11.0,0.082,0.55,0.99012,0.5107717515114054,0.2940694994430373,13.1,9.0,3.12,6.022606517090583,2.7,4.68,22.0,0.49
651,10.9,0.071,0.32,0.9864,0.7630689186496047,0.5311823928298705,8.6,34.0,3.33,6.210529409409935,2.1,4.72,80.0,0.37
369,10.5,0.09,0.31,0.9966,0.7349490512715916,0.591697509555404,9.6,15.0,3.1,7.399277665132116,2.1,4.63,62.0,0.42
1294,9.5,0.089,0.1,1.00803,0.2997200270801798,0.4498108153804717,8.5,19.0,3.32,7.767718572651056,2.8,4.55,39.0,0.65
135,10.2,0.063,0.55,0.9897,0.5561298128925029,0.5454634648105068,12.2,27.0,3.13,5.517360344596282,1.9,4.76,49.0,0.46
308,12.1,0.076,0.49,1.0014,0.7767033540482777,0.515020201773952,13.1,7.0,3.23,6.209384536277578,5.7,4.66,35.0,0.37
60,9.4,0.067,0.24,0.9874,0.5269561408639736,0.5091829837735031,10.1,8.0,3.12,4.878790406215581,2.3,4.57,31.0,0.61
1023,9.5,0.0849999999999999,0.36,0.9976,0.826838527485168,0.5706947146284772,8.2,12.0,3.37,5.421742531193855,2.2,4.46,48.0,0.44
1034,9.6,0.091,0.24,1.008,0.621722466003979,0.4772539026635596,7.8,10.0,3.5,7.077653528370424,2.3,4.66,37.0,0.51
1226,11.2,0.078,0.33,0.9957,0.5065343377018819,0.5527390684917258,7.8,8.0,3.33,5.844186405960347,2.4,4.58,22.0,0.42
9,11.1,0.083,0.35,1.00622,0.5250320218378924,0.7001322786589486,9.8,19.0,3.26,6.497587181237816,2.0,4.66,40.0,0.44
769,9.2,0.085,0.27,0.98747,0.6728469253745013,0.5621221052417646,8.399999999999999,7.0,3.16,5.625355044527992,1.9,4.62,75.0,0.65
1275,11.7,0.045,0.4,0.99738,0.6876933987156688,0.5114546924166684,8.7,5.0,3.41,6.698439909252004,4.6000000000000005,4.66,10.0,0.32
1219,9.8,0.074,0.0,0.9883,0.2911882365174944,0.7920250136607218,7.5,8.0,3.64,5.378480730785872,1.9,4.96,25.0,0.66
669,11.5,0.1129999999999999,0.58,0.9908,0.6078767594672332,0.6058092391131671,12.6,30.0,3.19,6.625833992362461,2.9,5.0,100.0,0.49
1234,9.5,0.106,0.39,0.9886,0.3087512234290255,0.1142399599717067,10.9,10.0,2.92,3.384118741209977,2.1,4.5,33.0,0.43
344,9.4,0.147,0.29,0.9973,0.37529911582796,0.6797228520489292,8.1,3.0,3.33,6.315883175196418,1.7,4.92,46.0,0.4
1222,10.2,0.079,0.1,0.9986,0.5047021909165149,0.36283864847398,9.7,8.0,3.26,4.9888219443301285,2.0,4.5600000000000005,33.0,0.715
974,10.6,0.077,0.19,1.0066,0.7528614364985395,0.5821238440242907,7.6,18.0,3.4,4.4238091344533625,2.9,4.51,39.0,0.49
244,13.7,0.046,0.5,1.0002,0.5212886035227842,0.4679710041178243,5.2,31.0,3.52,5.671867535376392,4.2,4.66,78.0,0.39
1107,11.3,0.094,0.63,1.0098,0.3766710903187388,0.4940314562410007,10.6,7.0,3.29,6.440771029516459,2.7,4.74,21.0,0.31
1025,11.5,0.0459999999999999,0.01,0.98472,0.3784911001206213,0.714062800496455,6.3,7.0,3.55,3.966992247554933,2.0,4.5600000000000005,15.0,0.58
456,12.3,0.04,0.68,0.98316,0.3786455995843088,0.6794992392280803,8.1,39.5,3.04,8.178477019365404,8.200000000000001,4.51,287.0,0.29
500,9.7,0.073,0.26,0.99616,0.6070115054173181,0.7124114408156286,7.6,19.0,3.32,7.033235407452436,2.0,4.5600000000000005,91.0,0.59
926,11.1,0.07,0.29,1.00577,0.5398873149804405,0.355475123866411,7.0,17.0,3.56,5.265831452186721,4.7,4.54,40.0,0.905
690,9.5,0.0819999999999999,0.04,1.0076,0.5377188548941181,0.2521950933992284,8.6,12.0,3.25,3.5956787831104657,1.9,4.44,21.0,0.5700000000000001
1020,10.0,0.066,0.13,1.00546,0.168810652003219,0.6703657171013667,7.4,14.0,3.32,6.219253820063274,1.9,4.54,18.0,0.695
927,9.5,0.069,0.22,1.0076,0.6800361293240469,0.6365746270455928,9.3,14.0,3.21,5.036352955783283,2.1,4.51,47.0,0.775
907,9.5,0.074,0.55,1.01,0.3436507748257097,0.6029796395940074,11.4,8.0,3.2,4.742421970757514,2.2,4.71,14.0,0.67
987,9.3,0.088,0.2,0.99892,0.5160213540354467,0.5250550313503527,7.7,32.0,3.23,5.35810410584273,8.0,4.58,94.0,0.79
618,11.3,0.064,0.32,0.99576,0.7201981011796376,0.4481150449676392,9.3,6.0,3.33,6.375813725322154,2.0,4.8,16.0,0.38
776,13.2,0.064,0.15,0.9934,0.4931333997566249,0.3979669950881622,4.8,10.0,3.93,3.941438656659731,2.0,4.5600000000000005,64.0,0.51
931,9.2,0.087,0.23,1.0063,0.594720754317693,0.2999170599946617,8.1,25.0,3.31,4.599787649795862,1.7,4.67,48.0,0.38
913,10.3,0.078,0.28,1.00682,0.9088742413867744,0.1808738576735342,7.3,8.0,3.27,5.769555822468923,2.7,4.53,15.0,0.47
149,10.1,0.099,0.07,1.0058,0.765469874220079,0.3752765977547587,6.9,19.0,3.38,4.394283090811856,2.3,4.54,83.0,0.6950000000000001
980,9.8,0.09,0.0,0.98701,0.4290111211262206,0.4511951822900397,7.0,24.0,3.43,4.169091270756888,1.7999999999999998,4.74,37.0,0.66
1026,11.3,0.071,0.22,1.00438,0.7286211644688496,0.7070183798614098,7.0,15.0,3.44,6.138066830601713,2.2,4.83,24.0,0.49
522,9.5,0.081,0.63,0.9904,0.5572097023030557,0.4429630617482748,12.5,8.0,3.19,4.753811395935795,2.2,4.49,18.0,0.41
566,11.1,0.074,0.46,0.99534,0.5406774133830979,0.5983381834344325,7.4,26.0,3.43,8.779684956022598,2.0,4.85,44.0,0.38
360,9.5,0.084,0.19,0.99713,0.7246993589010536,0.6271796576289328,7.6,21.0,3.19,5.94696618247447,5.1000000000000005,4.52,99.0,0.785
1388,9.8,0.124,0.14,0.98732,0.3481997780378668,0.3977418520467772,6.7,11.0,3.69,2.972578150398569,2.3,4.65,38.0,0.48
1096,9.7,0.079,0.26,0.98636,0.262502770575588,0.6858348376373749,7.9,25.0,3.29,4.715968344289459,1.7999999999999998,4.59,146.0,0.55
116,11.6,0.053,0.33,0.99516,0.6361534850928492,0.47132050569882,9.3,15.0,3.29,7.283398224479271,1.95,4.84,26.0,0.3
1273,10.8,0.102,0.0,0.9965,0.4866743463195118,0.4351479948513404,7.0,10.0,3.48,5.6025381527206894,2.9,4.5600000000000005,25.0,0.785
8,10.6,0.084,0.57,0.9869,0.3944263974351486,0.2495492501517635,9.5,29.0,3.31,4.4155824389238925,1.9,4.79,63.0,0.3
327,9.6,0.114,0.08,0.9871,0.4886858674610965,0.5224871815071767,7.9,16.0,3.27,6.062641499669576,2.4,4.66,48.0,0.56
794,9.7,0.079,0.5,0.9997,0.7834178410438236,0.6835888186348869,9.8,30.0,3.53,5.704829692619223,2.2,4.57,70.0,0.58
605,9.6,0.0819999999999999,0.52,0.998,0.5479110181112335,0.6683823866551374,9.7,8.0,3.21,6.857237416764601,1.9,4.51,26.0,0.37
948,9.4,0.093,0.0,0.99558,0.5342636745284228,0.5632423414937784,6.8,53.0,3.23,5.684930410668887,4.2,4.45,79.5,0.62
1357,9.3,0.424,0.59,0.99702,0.6578837828669303,0.4700915408660945,8.7,18.0,3.06,4.441679741222653,1.2999999999999998,5.34,43.0,0.47
457,9.7,0.111,0.57,1.0071,0.4518495387608594,0.5742171824631205,9.1,28.0,3.29,6.537320976766482,1.9,4.53,85.0,0.3
591,12.4,0.0919999999999999,0.34,0.98356,0.519460723913461,0.609753055587597,7.8,28.0,3.25,7.331606372356741,2.4,4.59,34.0,0.31
1093,12.0,0.069,0.36,0.99615,0.597753957715213,0.6903185345004381,9.4,13.0,3.36,7.006313348087639,2.1,4.86,29.0,0.32
1387,10.0,0.0959999999999999,0.31,0.9882,0.5062749950160587,0.4751056955313421,8.799999999999999,23.0,3.4,3.9579143646593047,2.5,4.91,49.0,0.43
1124,10.5,0.0999999999999999,0.31,1.0066,0.5037248855857579,0.7962650149522744,9.6,15.0,3.1,5.342342897972239,2.1,4.63,64.0,0.42
850,10.6,0.095,0.34,1.00683,0.7061508572183873,0.5629952690798096,10.3,7.0,3.2,7.371388335278659,2.3,4.65,15.0,0.35
5,9.4,0.08,0.24,0.9962,0.2766051481196779,0.5425871986071252,7.8,6.0,3.31,6.267094898947118,1.7,4.59,12.0,0.42
205,12.8,0.064,0.15,0.9929,0.5800979753754788,0.5677176520716082,6.7,14.0,3.36,7.754984911314382,2.9,4.59,27.0,0.5
1100,9.0,0.08,0.58,1.0004,0.5235493074959012,0.6284437188423626,13.5,17.0,3.09,6.288048906343533,1.7999999999999998,4.49,39.0,0.42
425,9.3,0.108,0.2,0.98892,0.6753658096999365,0.6697541602420204,7.7,32.0,3.23,5.027908445707172,8.0,4.58,91.0,0.76
176,9.7,0.083,0.06,0.99855,0.2258211425103231,0.4975555751871688,7.3,10.0,3.7,5.263091979737465,1.9,4.73,27.0,0.63
314,9.7,0.12,0.29,1.0072,0.5201421023283519,0.5332872439143328,8.799999999999999,21.0,2.96,5.824284327547392,1.9,5.98,134.0,0.5
523,9.7,0.0809999999999999,0.21,1.0064,0.4773143117375924,0.6202418394930604,7.8,9.0,3.31,5.80061098306822,2.1,4.55,26.0,0.55
858,10.7,0.06,0.06,1.0062,0.7190760514780672,0.6493082916721697,7.0,13.0,3.44,7.474066272780813,5.9,4.59,16.0,0.57
1242,10.3,0.071,0.29,1.00603,0.9400436452104476,0.4713255286976316,8.399999999999999,29.0,3.28,5.466182170838192,1.5,4.54,44.0,0.44
1113,9.7,0.086,0.37,0.9974,0.597164491787239,0.772236313406624,8.5,10.0,3.29,6.395752730354837,1.2999999999999998,4.7,22.0,0.25
1142,10.1,0.078,0.32,0.9979,0.6757927820918876,0.5174814169798483,9.9,24.0,3.32,5.740349099775571,2.4,4.62,91.0,0.6799999999999999
787,10.0,0.105,0.54,0.98735,0.9582939239285166,0.6214579721757355,11.8,24.0,3.05,6.473760588863459,1.4,4.76,41.0,0.43
395,10.1,0.0809999999999999,0.63,0.9888,0.2502189221476978,0.6047626056138448,12.7,8.0,3.02,3.780523245617144,1.9,4.87,15.0,0.47
553,9.6,0.052,0.26,0.9866,0.6829538777556896,0.582161340322848,7.9,11.0,3.42,3.134861792642168,1.7999999999999998,4.64,29.0,0.49
281,12.5,0.132,0.64,0.988,0.524171619462803,0.6295321410360352,10.4,12.0,3.26,5.189818673839683,2.8,4.66,39.0,0.36
237,9.8,0.0849999999999999,0.1,0.99581,0.6909171227746449,0.5976619035426766,8.6,8.0,3.12,6.876193308256753,1.6,4.43,27.0,0.41
656,11.5,0.063,0.17,0.98425,0.6309999907876245,0.6083293252133003,6.4,9.0,3.64,6.607198950161716,1.5,4.54,13.0,0.45
409,11.1,0.099,0.07,0.99684,0.3481716650974901,0.7655572161559094,7.4,12.0,3.4,8.100416113913203,5.4,4.68,20.0,0.48
1185,10.8,0.074,0.57,0.9969,0.4481757128527462,0.4312291811958162,9.5,29.0,3.31,3.838265262022061,1.9,4.79,64.0,0.31
1120,12.5,0.083,0.48,0.98408,0.5756966347248609,0.5269221846189497,8.5,8.0,3.29,7.876193308256753,2.0,4.62,12.0,0.3
828,9.6,0.096,0.26,0.98738,0.7065791495064021,0.6633078967026104,9.5,7.0,3.28,5.107079145468529,1.9,4.42,35.0,0.645
267,11.0,0.062,0.26,0.9851,0.5869261970523587,0.3600797818792081,7.9,21.0,3.18,3.894397620736656,1.9,4.79,76.0,0.26
854,9.5,0.063,0.3,0.98685,0.5543910238994537,0.6486356954857893,7.4,33.0,3.45,5.524575724669847,1.7,4.59,71.0,0.37
1131,10.8,0.1139999999999999,0.0,0.9966,0.5964426819395885,0.7881055286425515,7.0,16.0,3.55,6.922559617297287,2.3,4.55,32.0,0.805
1297,11.3,0.066,0.3,1.0064,0.2519904031998481,0.5273063370030705,8.899999999999999,12.0,3.36,6.635574129181999,2.7,4.67,29.0,0.49
