id,alcohol,chlorides,citric acid,density,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,fixed acidity,free sulfur dioxide,pH,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
1221,9.2,0.16,0.19,1.0086,0.6819230096880347,0.3434352651238441,0.7803323015104979,0.3913019707085542,0.6152470069937408,0.7666618905495852,0.6487117536421981,0.3026714001316577,0.3220214308239519,0.3927036251407116,9.1,53.0,3.2,4.930594902935505,3.8,4.93,147.0,0.63
873,9.5,0.093,0.29,0.98642,0.0866384319961071,0.3968890255782753,0.3380227589514106,0.6674854605454569,0.4782051090151071,0.6263833802659065,0.432306879742992,0.0231533530168235,0.5305300957988948,0.5540089891292155,8.0,23.0,3.19,6.221921428954999,4.2,4.53,63.0,0.8099999999999999
973,9.6,0.064,0.08,1.00553,0.2947279741056263,0.0868469285778701,0.5742926525417715,0.5568109697341694,0.357313389191404,0.885135022457689,0.439987690537607,0.2733938910532743,0.0221124864183366,0.4527749023400247,7.0,20.0,3.33,6.288451034860478,2.1,4.65,39.0,0.49
991,10.4,0.098,0.49,1.0004,0.8360199290327728,0.2952940880786627,0.4055582238361239,0.4865904682898581,0.0368276226799935,0.4561011150944978,0.4221558741925191,0.9620521182660012,0.418574106413871,0.9146089733112605,12.1,14.0,3.19,5.038391292101244,2.6,4.61,43.0,0.37
751,11.1,0.064,0.22,0.99438,0.8608343370724469,0.440112697891891,0.7623382948804647,0.3164533719643981,0.8591679781675339,0.0964587843045592,0.6945827662901738,0.1388516458682716,0.1736542405560612,0.0367405686993151,7.0,17.0,3.43,6.163658255164773,1.7,4.82,24.0,0.54
949,10.8,0.071,0.0,0.99518,0.7820885539986193,0.7660687174648046,0.5022013413254172,0.632632278583958,0.2741425784770399,0.5214754035696387,0.629327728730762,0.426889652851969,0.2520703617483377,0.8740810994058847,7.1000000000000005,23.0,3.44,4.727048899656439,2.7,4.52,43.0,0.57
654,9.3,0.081,0.36,0.987,0.8813274290878326,0.8771153059788048,0.9127726363949478,0.7800139916908405,0.6881345668807626,0.1033042680937796,0.5219876681435465,0.2863589976914227,0.6891499331686646,0.2818513487000018,8.799999999999999,32.0,3.23,5.909266700399831,2.9,4.5600000000000005,121.0,0.39
1016,9.2,0.0809999999999999,0.1,1.006,0.4786090806592256,0.0924759844783693,0.0844204504974186,0.5834324115009181,0.6739239185117185,0.7113225716166198,0.3495191519884512,0.6905403947457671,0.992593111936003,0.9086497591342776,7.2,29.0,3.31,6.454107802602579,1.2999999999999998,4.61,65.0,0.62
1122,9.2,0.118,0.24,0.9967,0.5000286486465484,0.2535001628566533,0.3575755576603114,0.5688978461286258,0.1487056443002075,0.3944564294070005,0.5634314706324368,0.2287871176376938,0.3153401003219187,0.1328367912210524,7.5,20.0,3.29,6.246252845399019,1.7999999999999998,4.59,102.0,0.72
977,9.9,0.083,0.25,0.99815,0.870358853135258,0.1003554821945726,0.9697418888099492,0.8208874630417192,0.7229784850496799,0.0244715840090066,0.482901988363902,0.7653715307824314,0.9348381482996048,0.5530179771594703,8.799999999999999,10.0,3.31,5.736460442534625,1.9,4.6,27.0,0.635
1220,9.8,0.074,0.0,0.99656,0.7889729926828295,0.7285557265859097,0.1738485973328352,0.7849663710535267,0.8752140705473721,0.4898240233305841,0.5249676479964217,0.1497659543529153,0.6307955088559538,0.4097115106415003,8.299999999999999,12.0,3.28,5.4698768981707655,2.1,4.5,33.0,0.87
1251,9.4,0.61,1.0,1.0096,0.9182890811935068,0.7410475730430335,0.8706329290289432,0.3813373741876887,0.5015225913375616,0.671415836783126,0.5884829872071753,0.6243777482304722,0.5784453235100955,0.9065998727455736,9.4,34.0,2.77,3.8996704733690266,3.3,6.0,71.0,0.52
590,10.5,0.084,0.02,1.00538,0.990220271749422,0.8049564545508474,0.5950828306376934,0.5201806343659244,0.379623400978744,0.1722703031264245,0.7685607696666072,0.7740081686060876,0.5269925955217332,0.8419247518759221,7.7,15.0,3.39,5.538208806230045,1.6,4.54,33.0,0.5
622,10.8,0.08,0.1,0.99736,0.5462228974793106,0.0226532293017953,0.6777561693452299,0.6577201153262695,0.6017800127156079,0.9612575960345566,0.5715623177344353,0.7200530399568379,0.6051724690478295,0.9368723568040878,7.6,18.0,3.61,6.894813597250102,2.3,4.69,34.0,0.655
847,11.0,0.08,0.03,1.00578,0.6247393349185586,0.4989019865170121,0.308787852525711,0.7067460157085916,0.3801883975975215,0.3672243333421647,0.8177261494835726,0.5182285779155791,0.8398188634309918,0.931635106448084,7.8,29.0,3.47,5.226500157018037,1.9,4.64,43.0,0.65
671,13.4,0.076,0.67,1.0088,0.991251057945192,0.488202148117125,0.5553140514530241,0.335237310600726,0.1240426092408597,0.3098026465158909,0.6603169412510617,0.5287894164212048,0.8231065121944994,0.7813700761180371,11.5,8.0,3.25,7.767723531869845,5.1000000000000005,4.69,19.0,0.61
1169,9.9,0.076,0.13,0.9873,0.8966891148593277,0.9084567092359066,0.8049162169918418,0.7450323577694014,0.9021745212376118,0.5042333835735917,0.7404199705998228,0.539017983712256,0.2638131510466337,0.7894730519037694,6.9,17.0,3.64,5.919074236515252,1.9,4.64,34.0,0.55
918,11.0,0.09,0.03,0.98578,0.9617627842817456,0.650153576163575,0.0593237576540559,0.3206748537997037,0.3725385752040893,0.2925220124889165,0.735550643340073,0.0798563230782747,0.3709786084946245,0.6441314546391368,7.8,29.0,3.47,6.277983806165434,1.9,4.64,42.0,0.63
604,11.1,0.086,0.33,1.00599,0.3180666961707175,0.5317567097954452,0.2214217248838395,0.7330726990305436,0.5501614245586097,0.2797634187154472,0.456812551024209,0.8878024856094271,0.1754592256620526,0.4171397434547543,8.399999999999999,13.0,3.3,5.078568521039886,2.3,4.8100000000000005,49.0,0.36
895,10.9,0.0809999999999999,0.55,1.0086,0.4089650569949299,0.1645408754702657,0.1718472258653491,0.5489260554019615,0.4229925454128533,0.5939918225631118,0.4239557192522944,0.3023492253851145,0.4948101346381008,0.6290528923273087,12.0,7.0,3.14,5.146879230501642,2.0,4.62,19.0,0.4
1165,10.0,0.074,0.57,0.9881,0.9317615076433868,0.584324404830113,0.08786958665587,0.3419146012988395,0.5263490283396095,0.8904454498551786,0.632457359268832,0.0156625111121684,0.92234503547661,0.6769873455632478,11.8,5.0,3.17,5.459280000240246,1.7,4.7,7.0,0.23
269,11.1,0.065,0.27,1.00516,0.982835786882788,0.0810054806061089,0.695832627825439,0.5998247170286881,0.2200399180874228,0.0296286328230053,0.1228718794634729,0.2235889974981546,0.7859726087190211,0.3275510121602565,8.799999999999999,16.0,3.21,5.491781699140341,2.2,4.8,29.0,0.49
224,12.4,0.065,0.54,0.99531,0.7691587891895324,0.5606448526959866,0.2831324199214577,0.463039247192461,0.0444269706495106,0.0831615817733109,0.4642543345174195,0.5111955772154033,0.3778697417583316,0.8199297515675426,10.3,9.0,3.2,5.4818797730050415,2.2,4.53,27.0,0.26
1364,9.8,0.073,0.15,0.989,0.1049324928317219,0.2006295742467045,0.0830168644897639,0.6691503767889055,0.4687020531855523,0.8470407505519688,0.5569995541292018,0.0181523829232901,0.7695683802012354,0.4174637177493423,8.6,13.0,3.4,5.675792501544802,5.9,4.49,53.0,1.025
1012,10.8,0.09,0.39,0.98652,0.9836154659278692,0.4646117654629051,0.7052330432925373,0.6675831051003024,0.4110443689860403,0.3369797791820019,0.5661049428556718,0.0432629652786999,0.6986357357818633,0.1015517164487391,9.5,43.0,3.5,5.543636023717191,1.4,4.73,56.0,0.37
1005,9.2,0.121,0.23,0.9864,0.945921387290582,0.3144037888851017,0.314641929930076,0.6480702436717993,0.5978002797346562,0.103346450952813,0.4273435143102101,0.2549692927859723,0.5131924541201442,0.0998204287607222,7.8,22.0,3.24,4.479277329998763,2.2,4.61,85.0,0.6950000000000001
809,12.4,0.206,0.45,0.99358,0.1816427714657038,0.9164203782565892,0.6738684696611017,0.4941544582761457,0.3849021058995276,0.5612555602565408,0.6069813218254538,0.948791644303128,0.2048413294833153,0.6100091601256281,8.2,7.0,3.18,8.098020972590835,2.0,4.8100000000000005,15.0,0.29
699,9.3,0.052,0.18,0.9851,0.1254752145614475,0.807989424560219,0.778387812199071,0.7388435564319148,0.1409334077034145,0.8376288474537432,0.2737896076694632,0.6202008321415633,0.6512564679142088,0.1297555589117109,7.2,9.0,3.11,4.128578834204671,1.4,4.6,49.0,0.63
1071,10.7,0.077,0.06,0.9965,0.9700544576626272,0.9198174874763936,0.8569466201588511,0.5920623353591836,0.9840839528478682,0.48192661232315,0.5626359695161436,0.0643312383908778,0.8536447873339057,0.3769101228099316,8.1,29.0,3.39,5.8631444477680486,3.9,4.67,62.0,0.525
639,11.1,0.106,0.29,0.9962,0.8524549216963351,0.2417945016641169,0.9345540769863874,0.3917658085545673,0.7267221524380147,0.7776174182072282,0.6518443454047466,0.0126887843944132,0.7252838073763996,0.3350301261525601,7.3,22.0,3.45,6.71247498783762,2.4,4.65,54.0,0.3399999999999999
986,11.1,0.074,0.46,0.98534,0.8541359372902662,0.7410503528080881,0.5352926871273667,0.48909045761546,0.0191214319784194,0.1390818355139345,0.5927737818611722,0.706447527743876,0.8327737788204104,0.939740027533844,7.4,26.0,3.43,6.094678235838897,2.0,4.85,43.0,0.38
7,8.9,0.074,0.3,1.00717,0.1926515898667276,0.3070050785318017,0.7959106580819935,0.5426825568861492,0.6872398317791522,0.0006435015238821,0.4805680439075684,0.000597167294472456,0.2031213862355798,0.0318484269082546,8.2,34.0,3.42,5.103038697910424,1.7999999999999998,4.61,82.0,0.4
1255,11.3,0.075,0.49,0.9894,0.0493260310031473,0.7674576486460865,0.3918711598962545,0.5835822828900752,0.4275396142620593,0.2835149406455457,0.4818081211514589,0.0860345724504441,0.3812471078708768,0.1690053017809987,12.9,7.0,3.17,4.451636146322415,2.7,4.57,19.0,0.6
884,11.6,0.0959999999999999,0.31,1.0102,0.5279714812058955,0.9117377640213816,0.6283945313189179,0.4652271527065703,0.1406780092511326,0.6139917529653758,0.2884690033926797,0.7526934125926346,0.2322403190191835,0.3716770533937961,8.899999999999999,25.0,3.51,5.692546753959769,2.9,4.74,82.0,0.6699999999999999
778,9.5,0.071,0.45,0.9891,0.6385550904087722,0.7858864062000066,0.6591676364187151,0.4378445731935769,0.2398161892779171,0.6338037485256791,0.6011129200357752,0.2932250492740422,0.6218500370159745,0.4239787175320089,10.1,18.0,3.42,4.984090736058428,2.2,4.62,42.0,0.53
805,11.7,0.077,0.09,0.98418,0.6029925304464996,0.8644862449727952,0.065861732000485,0.5246402315874348,0.1959913186728954,0.9065649849362672,0.3581638566021541,0.7294894026126713,0.6055327944923192,0.0261820547748357,8.399999999999999,7.0,3.31,6.724806909183892,1.9,4.57,8.0,0.75
599,11.6,0.0849999999999999,0.29,1.0065,0.8182660327292979,0.9892725350800902,0.4084331078920513,0.6076322044626055,0.9774739902932196,0.6688811760395765,0.2409484982583814,0.6430721702054143,0.2362773520871997,0.5288879661820829,8.5,14.0,3.48,7.007447086560712,4.1000000000000005,4.68,17.0,0.75
174,9.9,0.089,0.0,1.0043,0.5344177002552897,0.7145659916568547,0.8196537485346198,0.5220674469440302,0.1009305694606155,0.4215131949167698,0.4584287357531198,0.856633068062365,0.0207036638166755,0.0899171160999685,5.8,18.0,3.61,4.7556213932633815,1.5,4.52,61.0,0.635
1055,11.8,0.108,0.49,1.0002,0.953187929932028,0.493075800826773,0.9303922581020744,0.6549848242378659,0.5605007011909038,0.8764887356664985,0.5202960691879975,0.2393545138183981,0.8314558193087578,0.4248050535097718,11.1,12.0,3.1,6.314589295623346,4.5,4.5600000000000005,17.0,0.53
551,9.5,0.073,0.06,0.98855,0.8048528335057199,0.5458593149669468,0.8196521243080497,0.6041702920801607,0.7754454878158867,0.972836267668754,0.518338583108412,0.2928516294341534,0.469177491730079,0.0307293608784675,7.3,10.0,3.7,6.3882437827082885,1.9,4.73,30.0,0.64
1080,9.6,0.097,0.21,0.9888,0.2102474891580641,0.1670669442974031,0.210661553312093,0.5062427048660781,0.1405878912191838,0.3550918030086905,0.6321571876689072,0.702308309962973,0.8703355735633522,0.116840606322512,9.4,31.0,3.31,6.411458553330412,2.6,4.58,65.0,0.65
4,11.0,0.081,0.33,1.0049,0.7459252581465989,0.7416570745408535,0.769887252477929,0.298042199239524,0.1677622853312641,0.5036318262573332,0.8391533451568225,0.1017326598521322,0.1572312898933887,0.7460537604056299,7.1000000000000005,24.0,3.44,5.90353319404581,2.1,4.75,36.0,0.41
797,9.7,0.063,0.26,0.99612,0.7116990992799401,0.5598394372500479,0.9587437335867436,0.3865752310989703,0.9545416538603604,0.906675041653216,0.5342252682116,0.2028575742151588,0.3292634789831936,0.9534888076595962,7.7,26.0,3.33,4.714917719780623,1.7999999999999998,4.53,90.0,0.59
1,9.6,0.0809999999999999,0.44,0.9892,0.7771744763012975,0.101810741238296,0.6159485122188926,0.3352200236711973,0.0729213207960128,0.5506544506642967,0.3214622738507483,0.7428443094249815,0.1205806729849428,0.7629638246726245,9.7,23.0,3.49,4.248581652874823,2.2,4.63,67.0,0.6
636,9.3,0.253,0.37,0.9871,0.2146364112850278,0.4974985814187675,0.6403970473911613,0.7163198995752648,0.9288424428086728,0.9074283805675804,0.5855599611768655,0.9645322309806944,0.175121683627367,0.0976643951144069,9.1,7.0,3.03,5.504926673522316,1.6,5.09,61.0,0.625
626,9.2,0.063,0.2,0.9977,0.1472268998622894,0.5211809505708516,0.0211489023640751,0.6265182976778907,0.8717032808344811,0.3966017351485789,0.3699717439348329,0.9244578939396888,0.8652264936827123,0.3165940162725746,6.8,31.0,3.32,5.863668246771369,7.7,4.54,77.0,0.735
408,9.9,0.172,0.09,1.004,0.1768681465182453,0.6502727090846747,0.1263279053382575,0.6830542652417497,0.872124130371958,0.5803222125396132,0.4928966495527514,0.8573224265128374,0.6481353968847543,0.8161715941969305,5.9,9.0,3.53,3.327574309559575,1.4,4.48,18.0,1.11
827,9.7,0.109,0.49,0.9879,0.3789125033654272,0.158680681604892,0.0439518662169575,0.352706760134892,0.0411712368950247,0.944749933667481,0.6735895123750196,0.5376292108558118,0.2150640795007348,0.4467190001159906,8.399999999999999,49.0,3.41,5.181816984744562,2.2,4.99,133.0,0.38
944,10.3,0.134,0.0,1.0097,0.7017466900870204,0.6381591248791665,0.3369191493839025,0.5057353866472967,0.8279413937125355,0.4914471362717449,0.5131411952542272,0.6996393466833979,0.923728043679148,0.6131240602117032,7.0,23.0,3.49,4.8631444477680486,5.5,4.72,58.0,0.69
1231,11.1,0.0609999999999999,0.42,0.98566,0.3658382904250175,0.336643902817741,0.9864317050669342,0.7728694843247105,0.4601717521436512,0.046701731858775,0.6959039219714294,0.5461555318906903,0.5413024357985705,0.9655012337025256,10.4,9.0,3.17,6.54121982718175,1.9,4.79,19.0,0.44
911,11.4,0.142,0.52,0.98734,0.2510841756593436,0.4925113683566451,0.2633140310645103,0.4873487192571397,0.7768316885922104,0.5227971370331943,0.7895902214878692,0.9214229551143944,0.4979999649804085,0.4833655369002372,11.1,19.0,3.31,5.961200764704436,1.7,4.77,44.0,0.32
1086,10.4,0.065,0.3,0.98774,0.7650224829558283,0.8583434654865414,0.0881350936833769,0.743524133941133,0.2858675376046449,0.7210681631695479,0.5550142717703853,0.3922483471687883,0.6933382758870721,0.0233489915262907,9.3,10.0,3.35,5.240343097498489,1.7999999999999998,4.71,16.0,0.51
891,8.7,0.0559999999999999,0.4,0.9967,0.2695746717508882,0.7355283701326698,0.4259866548236459,0.5496556432333266,0.0593308063689619,0.8227306308690459,0.6824183419457199,0.1963636262807995,0.6217899534385651,0.4220392634160816,8.1,13.0,3.35,6.441117332765835,1.5,4.87,27.0,0.22
811,9.8,0.0849999999999999,0.56,0.988,0.0185418741311877,0.2733460741583258,0.2233617801684886,0.7212113382431066,0.8119644320104271,0.302214270690456,0.5297659267546089,0.5032747341319919,0.255435855127871,0.4207408467773348,11.4,19.0,3.19,6.8634628914030005,1.7999999999999998,4.58,60.0,0.29
1232,11.7,0.0959999999999999,0.42,0.98526,0.3389846885111183,0.4638160371687263,0.3233473626896739,0.5438651928407938,0.064411878818646,0.956227035727352,0.0408486031873675,0.0732219670899212,0.244409108068794,0.3454140233807266,8.0,11.0,3.42,7.647590438488846,1.9,4.66,21.0,0.4
1314,10.8,0.074,0.36,0.99704,0.8057408414315432,0.856440497096628,0.2167392186820507,0.5741030232061349,0.7151312071364373,0.2509478556457907,0.4976447489474646,0.3229133251588791,0.8843961427919567,0.4388037342578172,9.5,8.0,3.3,7.219373124899773,1.7,4.77,18.0,0.5
896,10.1,0.097,0.05,0.9872,0.1255055614747107,0.4230343985836953,0.798191832844168,0.599668350390908,0.6655286916065961,0.9858139930292964,0.2426616480060489,0.7231825338676572,0.9111122719477862,0.0586897693574428,7.5,8.0,3.43,5.466343996155223,3.5,4.63,21.0,0.66
1109,9.5,0.076,0.04,0.99745,0.978619042551145,0.4194107276853174,0.1897671837359666,0.6799673312378417,0.597198620904237,0.2331283094827085,0.776724073136821,0.3737033205106854,0.655360963428393,0.5351628181524575,7.4,20.0,3.56,5.361131680267426,2.4,4.55,87.0,0.58
1355,10.0,0.059,0.0,1.00701,0.7850892290007323,0.8623533854261041,0.240283012855798,0.3975124042835419,0.3266213461756706,0.5207063923589885,0.632922664072022,0.4543070951476693,0.5766425363253802,0.52551747742109,9.0,10.0,3.34,5.539476688071384,1.6,4.53,21.0,0.69
725,9.6,0.083,0.34,0.9898,0.1588794172275811,0.7182506823446602,0.5828326898626983,0.6124723644236658,0.5243006045930088,0.1321884284261614,0.8762801789564426,0.083528202958405,0.652338478481397,0.1911914532538503,9.1,18.0,3.41,5.71922842814552,2.9,4.61,112.0,0.575
105,9.4,0.062,0.15,1.0055,0.5426665621344,0.8250396801158786,0.5129532727878541,0.5766074226861156,0.6346880216151476,0.764669576426968,0.509881831896415,0.4905478472355753,0.400254720589146,0.7322217340115458,6.3,8.0,3.45,5.37840373086007,1.7,4.57,18.0,0.4
364,9.5,0.086,0.04,0.98508,0.7684302465058863,0.0966979714576155,0.9051326808985324,0.5901517102941172,0.1382212960161268,0.0067951837554574,0.6753219332463171,0.7252236846834421,0.6478440575301647,0.9101386498659848,7.7,10.0,3.29,5.237844955725786,1.4,4.53,17.0,0.725
266,10.0,0.0499999999999999,0.0,0.99664,0.3471190992277115,0.944508837070316,0.2628406884614378,0.5065154128700208,0.501243187347427,0.0416186153888702,0.4329537909778795,0.4592827404849231,0.2712305118329823,0.0213923123665153,6.4,8.0,3.62,4.036246548028672,2.0,4.61,12.0,0.775
1342,11.1,0.0609999999999999,0.43,1.00428,0.9130231495946646,0.6984153399243951,0.6970568408723921,0.5296872517589238,0.9421830063220114,0.3200004859827459,0.4046173494526195,0.2334816984366625,0.6598490616306663,0.7917769392952323,6.4,16.0,3.48,6.180089523451642,1.9,4.87,25.0,0.41
784,9.6,0.065,0.29,0.98718,0.8782764382194728,0.7985486381221563,0.7009189845994115,0.4645379199359738,0.127393546514213,0.9824199257418512,0.3699480348429265,0.7960392069071531,0.1779675709549337,0.8507400213275105,7.8,21.0,3.43,5.859322585839183,2.0,4.64,65.0,0.44
540,9.4,0.06,0.18,0.98768,0.4299109326675534,0.2773064945358783,0.8064780586864799,0.3724218691659999,0.3993554057087749,0.8732136376202106,0.8230195465942781,0.7039846340194345,0.3624869948253035,0.6119113813620061,7.5,14.0,3.55,6.8827388334914605,2.0,4.73,28.0,0.49
151,9.2,0.351,0.51,1.0069,0.4911283059045672,0.2641982352361083,0.2667493955232203,0.5349071921127716,0.1020352900959551,0.7136917349416763,0.6154982283026782,0.4448133243713528,0.5123521653003991,0.3258904851973057,8.1,19.0,3.07,6.077828208987918,1.7,5.08,56.0,0.34
1241,8.799999999999999,0.084,0.49,0.9988,0.7694999927189201,0.3783127593342215,0.4367237123660743,0.603638194148174,0.7708952308166772,0.3510330149438232,0.71010329524899,0.4557789647951722,0.6719503910280764,0.2719355910085141,8.399999999999999,34.0,3.37,5.163930383010358,2.5,4.75,57.0,0.44
558,12.4,0.055,0.0,0.9922,0.3974777143448591,0.4749928258825093,0.1631180441472679,0.3833026859265881,0.4620985083747655,0.3505101080518216,0.525811542251035,0.2442340373527258,0.3943145584780723,0.509854283882305,6.5,29.0,3.48,5.010327112790345,1.2999999999999998,4.48,32.0,0.4599999999999999
1053,10.6,0.064,0.47,0.99686,0.0887559307739138,0.0441930186934769,0.2347621547523886,0.6030399697298818,0.8761112312786281,0.9972525099292396,0.5041011446399055,0.4722095201723277,0.1640342529863119,0.6784717056434602,11.9,19.0,3.18,6.873368450736705,1.6,4.67,30.0,0.3
512,8.9,0.087,0.0,0.98675,0.1760840902570635,0.1542238406836986,0.6504744712729007,0.5915644756128162,0.0512559385970234,0.7907451638020575,0.4028748900418927,0.9042510744184256,0.632091447012499,0.6353555337991565,7.4,16.0,3.4,4.713805349055464,1.7999999999999998,4.58,36.0,0.65
1029,10.5,0.1009999999999999,0.09,0.9976,0.3201719461940229,0.5886821649037302,0.3798061793204397,0.8317424923347189,0.4328084851149469,0.8023329463321716,0.3635904206249484,0.1385370146017521,0.7082684698980302,0.5543546178378165,8.899999999999999,22.0,3.37,5.517171875869483,2.4,4.86,49.0,0.54
428,12.8,0.0579999999999999,0.17,1.0032,0.2758816198911518,0.8901459500193596,0.5188589650206268,0.5807352099132509,0.0933538358658552,0.3191814969759434,0.5106675777670912,0.5242646194528788,0.7362858259584755,0.7332628103904426,4.9,19.0,3.88,6.270498131493309,2.2,4.6,108.0,0.6
1199,11.4,0.0689999999999999,0.23,0.987,0.5048588020727038,0.3883271303493529,0.4412295264191925,0.4432123594612123,0.465344978030771,0.6430975880939513,0.5029163554108028,0.4364781454205513,0.7003183499909937,0.5859591208864003,8.299999999999999,7.0,3.4,5.530260655178137,2.5,4.5600000000000005,13.0,0.76
59,9.6,0.224,0.44,0.9894,0.0872660800814628,0.3156356166582554,0.9711253102868797,0.3796881395498693,0.0887947548180818,0.6102435039356351,0.5402159652023321,0.6300516650080681,0.9235374927520752,0.2241947473958134,10.5,7.0,3.22,5.609903724776975,2.3,4.63,11.0,0.45
739,11.8,0.093,0.41,0.99604,0.97131088655442,0.0963982986286282,0.2842255828436464,0.7758554598633771,0.5812365205492824,0.9084144758526236,0.5085672676637777,0.1044930864591151,0.0232701171189546,0.3577096227090806,9.2,8.0,3.16,5.220425369971252,2.3,4.58,8.0,0.4
139,11.7,0.065,0.0,0.98378,0.780661694239825,0.6040559676475823,0.2879234966821968,0.5307296304894203,0.7978358084801584,0.9241574655752628,0.3600544344014598,0.3244269755668938,0.2689786560367793,0.3877091449685395,6.6000000000000005,30.0,3.52,4.257078559688517,2.1,4.52,52.0,0.795
1303,10.8,0.082,0.55,0.99012,0.0526885900180786,0.2489127817098051,0.4852476767264306,0.8036650330941973,0.6056612706743181,0.0586108192801475,0.2415424468851563,0.7739714460913092,0.2163054533302784,0.3228915797080844,13.1,9.0,3.12,6.66752791909132,2.7,4.68,26.0,0.49
259,11.1,0.088,0.21,1.00692,0.6793624244164675,0.2595947673544287,0.9784387690015136,0.6188795701044982,0.9737893943674862,0.1375218611210584,0.5735833964263221,0.1985626046080142,0.838105570524931,0.9446141025982796,9.1,23.0,3.36,4.767369325613835,2.1,4.83,37.0,0.48
1013,9.7,0.085,0.23,0.9898,0.6827116629574448,0.4964450949337333,0.8071073484607041,0.5848493117641986,0.969159800093621,0.9597898311913012,0.4992998810191613,0.9636236955411732,0.2142969712149351,0.5495162846054882,9.3,15.0,3.31,3.181105110228372,3.0,4.59,39.0,0.65
217,12.6,0.044,0.01,0.9934,0.1266161776147782,0.5091761199291795,0.8480907205957919,0.5382194303738135,0.0667653700802475,0.0686260461807251,0.4863193786083366,0.9760219051968306,0.0557658299803733,0.2704481682740152,5.5,7.0,3.6,4.611909065851108,1.6,4.84,25.0,0.58
764,9.6,0.074,0.14,0.9881,0.8028990856837481,0.9226329170633109,0.3362462914083153,0.5709241056766041,0.071065108757466,0.5208637507166713,0.7208313144443798,0.772489030379802,0.3472928730770945,0.2270247989799827,9.6,27.0,3.17,5.149161673412128,1.9,4.5600000000000005,50.0,0.59
90,11.6,0.1,0.07,0.98598,0.8440692229196429,0.2534839592408389,0.1475338996388018,0.6140071815189531,0.9953648350201548,0.566133949207142,0.4790281314136733,0.5843926940578967,0.2419720387551933,0.97112332819961,6.9,22.0,3.63,5.671867535376392,1.9,4.74,56.0,0.87
